/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_229.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_229.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_229.jpg,0,1,0,30.18957
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_306.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_306.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_306.jpg,0,1,0,30.19048
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_398.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_398.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_398.jpg,0,1,0,30.18975
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_490.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_490.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_490.jpg,0,1,0,30.19015
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_623.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_623.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_623.jpg,0,1,0,30.19034
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_721.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_721.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_721.jpg,0,1,0,30.19039
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_816.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_816.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_816.jpg,0,1,0,30.1903
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_907.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_907.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_907.jpg,0,1,0,30.19031
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_02_999.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_02_999.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_02_999.jpg,0,1,0,30.19029
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_03_090.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_03_090.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_03_090.jpg,0,1,0,30.19032
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_03_183.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_03_183.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_03_183.jpg,0,1,0,30.19026
/Users/puweimeng/Downloads/BHC/IMG/center_2017_02_13_09_50_03_276.jpg,/Users/puweimeng/Downloads/BHC/IMG/left_2017_02_13_09_50_03_276.jpg,/Users/puweimeng/Downloads/BHC/IMG/right_2017_02_13_09_50_03_276.jpg,0,1,0,30.19
